2018-09-25 08:59:04,118 - 初始化Home Page数据
2018-09-25 08:59:04,628 - 获取所有产线数据
2018-09-25 08:59:04,962 - 获取刷新时间
2018-09-25 08:59:04,976 - 获取刷新时间
2018-09-25 08:59:15,017 - 获取所有产线数据
2018-09-25 08:59:25,016 - 获取所有产线数据
2018-09-25 08:59:35,018 - 获取所有产线数据
2018-09-25 08:59:45,018 - 获取所有产线数据
2018-09-25 08:59:55,020 - 获取所有产线数据
2018-09-25 09:00:05,019 - 获取所有产线数据
2018-09-25 09:00:15,020 - 获取所有产线数据
2018-09-25 09:00:25,023 - 获取所有产线数据
2018-09-25 09:00:35,021 - 获取所有产线数据
2018-09-25 09:00:45,022 - 获取所有产线数据
2018-09-25 09:00:55,022 - 获取所有产线数据
2018-09-25 09:01:05,027 - 获取所有产线数据
2018-09-25 09:01:15,027 - 获取所有产线数据
2018-09-25 09:01:25,025 - 获取所有产线数据
2018-09-25 09:01:35,025 - 获取所有产线数据
2018-09-25 09:01:45,026 - 获取所有产线数据
2018-09-25 09:01:55,032 - 获取所有产线数据
2018-09-25 09:02:05,029 - 获取所有产线数据
2018-09-25 09:02:15,028 - 获取所有产线数据
2018-09-25 09:02:25,029 - 获取所有产线数据
2018-09-25 09:02:35,029 - 获取所有产线数据
2018-09-25 09:02:45,033 - 获取所有产线数据
2018-09-25 09:02:55,031 - 获取所有产线数据
2018-09-25 09:03:05,031 - 获取所有产线数据
2018-09-25 09:03:15,036 - 获取所有产线数据
2018-09-25 09:03:25,034 - 获取所有产线数据
2018-09-25 09:03:35,035 - 获取所有产线数据
2018-09-25 09:03:45,034 - 获取所有产线数据
2018-09-25 09:03:55,036 - 获取所有产线数据
2018-09-25 09:04:05,035 - 获取所有产线数据
2018-09-25 09:04:15,040 - 获取所有产线数据
2018-09-25 09:04:25,039 - 获取所有产线数据
2018-09-25 09:04:35,037 - 获取所有产线数据
2018-09-25 09:04:45,038 - 获取所有产线数据
2018-09-25 09:04:55,039 - 获取所有产线数据
2018-09-25 09:05:05,043 - 获取所有产线数据
2018-09-25 09:05:15,043 - 获取所有产线数据
2018-09-25 09:05:25,042 - 获取所有产线数据
2018-09-25 09:05:35,041 - 获取所有产线数据
2018-09-25 09:05:45,042 - 获取所有产线数据
2018-09-25 09:05:55,048 - 获取所有产线数据
2018-09-25 09:06:05,043 - 获取所有产线数据
2018-09-25 09:06:15,045 - 获取所有产线数据
2018-09-25 09:06:25,045 - 获取所有产线数据
2018-09-25 09:06:35,045 - 获取所有产线数据
2018-09-25 09:06:45,050 - 获取所有产线数据
2018-09-25 09:06:55,048 - 获取所有产线数据
2018-09-25 09:07:05,049 - 获取所有产线数据
2018-09-25 09:07:15,049 - 获取所有产线数据
2018-09-25 09:07:25,049 - 获取所有产线数据
2018-09-25 09:07:35,049 - 获取所有产线数据
2018-09-25 09:07:45,051 - 获取所有产线数据
2018-09-25 09:07:55,051 - 获取所有产线数据
2018-09-25 09:08:05,052 - 获取所有产线数据
2018-09-25 09:08:15,052 - 获取所有产线数据
2018-09-25 09:08:25,058 - 获取所有产线数据
2018-09-25 09:08:35,056 - 获取所有产线数据
2018-09-25 09:08:45,055 - 获取所有产线数据
2018-09-25 09:08:55,056 - 获取所有产线数据
2018-09-25 09:09:05,068 - 获取所有产线数据
2018-09-25 09:09:15,058 - 获取所有产线数据
2018-09-25 09:09:25,058 - 获取所有产线数据
2018-09-25 09:09:35,061 - 获取所有产线数据
2018-09-25 09:09:45,061 - 获取所有产线数据
2018-09-25 09:09:55,301 - 获取所有产线数据
2018-09-25 09:10:05,065 - 获取所有产线数据
2018-09-25 09:10:15,060 - 获取所有产线数据
2018-09-25 09:10:25,063 - 获取所有产线数据
2018-09-25 09:10:35,065 - 获取所有产线数据
2018-09-25 09:10:45,063 - 获取所有产线数据
2018-09-25 09:10:55,063 - 获取所有产线数据
2018-09-25 09:11:05,065 - 获取所有产线数据
2018-09-25 09:11:15,071 - 获取所有产线数据
2018-09-25 09:11:25,068 - 获取所有产线数据
2018-09-25 09:11:35,066 - 获取所有产线数据
2018-09-25 09:11:45,067 - 获取所有产线数据
2018-09-25 09:11:55,067 - 获取所有产线数据
2018-09-25 09:12:05,069 - 获取所有产线数据
2018-09-25 09:12:15,073 - 获取所有产线数据
2018-09-25 09:12:25,069 - 获取所有产线数据
2018-09-25 09:12:35,070 - 获取所有产线数据
2018-09-25 09:12:45,071 - 获取所有产线数据
2018-09-25 09:12:55,075 - 获取所有产线数据
2018-09-25 09:13:05,850 - 获取所有产线数据
2018-09-25 09:13:15,850 - 获取所有产线数据
2018-09-25 09:13:25,851 - 获取所有产线数据
2018-09-25 09:13:35,852 - 获取所有产线数据
2018-09-25 09:13:45,852 - 获取所有产线数据
2018-09-25 09:13:55,854 - 获取所有产线数据
2018-09-25 09:14:09,858 - 获取所有产线数据
2018-09-25 09:14:41,858 - 获取所有产线数据
2018-09-25 09:15:11,863 - 获取所有产线数据
2018-09-25 09:15:44,867 - 获取所有产线数据
2018-09-25 09:16:19,866 - 获取所有产线数据
2018-09-25 09:16:53,879 - 获取所有产线数据
2018-09-25 09:17:30,879 - 获取所有产线数据
2018-09-25 09:18:07,889 - 获取所有产线数据
2018-09-25 09:19:13,876 - 获取所有产线数据
2018-09-25 09:19:47,880 - 获取所有产线数据
2018-09-25 09:20:27,882 - 获取所有产线数据
2018-09-25 09:21:03,884 - 获取所有产线数据
2018-09-25 09:21:38,893 - 获取所有产线数据
2018-09-25 09:22:20,895 - 获取所有产线数据
2018-09-25 09:22:57,893 - 获取所有产线数据
2018-09-25 09:23:40,901 - 获取所有产线数据
2018-09-25 09:24:20,900 - 获取所有产线数据
2018-09-25 09:24:58,906 - 获取所有产线数据
2018-09-25 09:25:37,902 - 获取所有产线数据
2018-09-27 13:15:28,643 - 登陆页面
2018-09-27 13:15:40,908 - 用户登陆
2018-09-27 13:15:46,453 - 用户登陆
2018-09-27 13:15:59,317 - 用户登陆
2018-09-27 13:16:08,212 - 用户登陆
2018-09-27 13:16:11,500 - 用户登陆
2018-09-27 13:16:15,539 - 用户登陆
2018-09-27 13:16:33,452 - 用户登陆
2018-09-27 13:16:33,515 - 初始化Home Page数据
2018-09-27 13:16:33,880 - 获取所有产线数据
2018-09-27 13:16:34,129 - 获取刷新时间
2018-09-27 13:16:34,139 - 获取刷新时间
2018-09-27 13:16:44,163 - 获取所有产线数据
2018-09-25 13:16:49,596 - 初始化Home Page数据
2018-09-25 13:16:49,806 - 获取所有产线数据
2018-09-25 13:16:50,070 - 获取刷新时间
2018-09-25 13:16:50,079 - 获取刷新时间
2018-09-25 13:17:00,475 - 获取所有产线数据
2018-09-25 13:17:10,471 - 获取所有产线数据
2018-09-25 13:17:20,128 - 获取所有产线数据
2018-09-25 13:17:30,470 - 获取所有产线数据
2018-09-25 13:17:40,471 - 获取所有产线数据
2018-09-25 13:17:50,127 - 获取所有产线数据
2018-09-25 13:18:00,125 - 获取所有产线数据
2018-09-25 13:18:10,124 - 获取所有产线数据
2018-09-25 13:18:20,125 - 获取所有产线数据
2018-09-25 13:18:30,124 - 获取所有产线数据
2018-09-25 13:18:40,124 - 获取所有产线数据
2018-09-25 13:18:50,124 - 获取所有产线数据
2018-09-25 13:19:00,128 - 获取所有产线数据
2018-09-25 13:19:10,136 - 获取所有产线数据
2018-09-25 13:19:20,123 - 获取所有产线数据
2018-09-25 13:19:30,121 - 获取所有产线数据
2018-09-25 13:19:40,123 - 获取所有产线数据
2018-09-25 13:19:50,125 - 获取所有产线数据
2018-09-27 14:51:47,173 - 登陆页面
2018-09-27 14:51:52,667 - 用户登陆
2018-09-27 14:51:52,730 - 初始化Home Page数据
2018-09-27 14:51:52,917 - 获取所有产线数据
2018-09-27 14:51:53,139 - 获取刷新时间
2018-09-27 14:51:53,150 - 获取刷新时间
2018-09-25 14:52:02,482 - 获取所有产线数据
2018-09-25 14:52:12,909 - 获取所有产线数据
2018-09-25 14:52:22,909 - 获取所有产线数据
2018-09-25 14:52:32,911 - 获取所有产线数据
2018-09-25 14:52:42,910 - 获取所有产线数据
2018-09-25 14:52:52,911 - 获取所有产线数据
2018-09-25 14:53:02,912 - 获取所有产线数据
2018-09-25 14:53:12,912 - 获取所有产线数据
2018-09-25 14:53:38,921 - 获取所有产线数据
2018-09-25 14:53:42,490 - 获取所有产线数据
2018-09-25 14:53:52,491 - 获取所有产线数据
2018-09-25 14:54:02,496 - 获取所有产线数据
2018-09-25 14:54:04,047 - 初始化Home Page数据
2018-09-25 14:54:04,302 - 获取所有产线数据
2018-09-25 14:54:04,555 - 获取刷新时间
2018-09-25 14:54:04,564 - 获取刷新时间
2018-09-25 14:54:14,610 - 获取所有产线数据
2018-09-25 14:54:24,618 - 获取所有产线数据
2018-09-25 14:54:34,611 - 获取所有产线数据
2018-09-25 14:54:44,617 - 获取所有产线数据
2018-09-25 14:54:54,613 - 获取所有产线数据
2018-09-25 14:55:04,613 - 获取所有产线数据
2018-09-25 14:55:14,613 - 获取所有产线数据
2018-09-25 14:55:24,615 - 获取所有产线数据
2018-09-25 14:55:27,363 - 初始化Home Page数据
2018-09-25 14:55:27,829 - 获取所有产线数据
2018-09-25 14:55:28,088 - 获取刷新时间
2018-09-25 14:55:28,098 - 获取刷新时间
2018-09-25 14:55:38,924 - 获取所有产线数据
2018-09-25 14:55:47,565 - 初始化Home Page数据
2018-09-25 14:55:49,835 - 获取所有产线数据
2018-09-25 14:55:50,046 - 获取刷新时间
2018-09-25 14:55:50,053 - 登陆页面
2018-09-25 14:55:50,093 - 获取刷新时间
2018-09-25 14:55:55,147 - 用户登陆
2018-09-25 14:55:55,213 - 初始化Home Page数据
2018-09-25 14:55:55,402 - 获取所有产线数据
2018-09-25 14:55:55,671 - 获取刷新时间
2018-09-25 14:55:55,680 - 获取刷新时间
2018-09-25 14:56:05,752 - 获取所有产线数据
2018-09-25 14:56:15,757 - 获取所有产线数据
2018-09-25 14:56:25,752 - 获取所有产线数据
2018-09-25 14:56:35,753 - 获取所有产线数据
2018-09-25 14:56:45,753 - 获取所有产线数据
2018-09-25 14:56:55,756 - 获取所有产线数据
2018-09-25 14:57:05,767 - 获取所有产线数据
2018-09-25 14:57:15,757 - 获取所有产线数据
2018-09-25 14:57:25,755 - 获取所有产线数据
2018-09-25 14:57:35,757 - 获取所有产线数据
2018-09-25 14:57:45,758 - 获取所有产线数据
2018-09-25 14:57:55,762 - 获取所有产线数据
2018-09-25 14:58:05,759 - 获取所有产线数据
2018-09-25 14:58:15,758 - 获取所有产线数据
2018-09-25 14:58:25,760 - 获取所有产线数据
2018-09-25 14:58:35,766 - 获取所有产线数据
2018-09-25 14:58:45,764 - 获取所有产线数据
2018-09-25 14:58:55,765 - 获取所有产线数据
2018-09-25 14:59:05,763 - 获取所有产线数据
2018-09-25 14:59:15,764 - 获取所有产线数据
2018-09-25 14:59:25,771 - 获取所有产线数据
2018-09-25 15:04:15,788 - 获取所有产线数据
2018-09-25 15:04:25,795 - 获取所有产线数据
2018-09-25 15:04:35,784 - 获取所有产线数据
2018-09-25 15:04:45,787 - 获取所有产线数据
2018-09-25 15:04:55,790 - 获取所有产线数据
2018-09-25 15:05:05,787 - 获取所有产线数据
2018-09-25 15:05:15,796 - 获取所有产线数据
2018-09-25 15:05:25,789 - 获取所有产线数据
2018-09-25 09:01:13,685 - 初始化Home Page数据
2018-09-25 09:01:13,981 - 获取所有产线数据
2018-09-25 09:01:14,238 - 获取刷新时间
2018-09-25 09:01:14,249 - 获取刷新时间
2018-09-25 09:01:24,298 - 获取所有产线数据
2018-09-25 09:01:34,302 - 获取所有产线数据
2018-09-25 09:01:44,299 - 获取所有产线数据
2018-09-25 09:01:54,302 - 获取所有产线数据
2018-09-25 09:02:04,302 - 获取所有产线数据
2018-09-25 09:02:14,305 - 获取所有产线数据
2018-09-25 09:02:24,302 - 获取所有产线数据
2018-09-25 09:02:34,302 - 获取所有产线数据
2018-09-25 09:02:44,303 - 获取所有产线数据
2018-09-25 09:02:54,304 - 获取所有产线数据
2018-09-25 09:03:04,307 - 获取所有产线数据
2018-09-25 09:03:14,306 - 获取所有产线数据
2018-09-25 09:03:24,305 - 获取所有产线数据
2018-09-25 09:03:34,306 - 获取所有产线数据
2018-09-25 09:03:44,307 - 获取所有产线数据
2018-09-25 09:03:54,312 - 获取所有产线数据
2018-09-25 09:04:04,309 - 获取所有产线数据
2018-09-25 09:04:14,309 - 获取所有产线数据
2018-09-25 09:04:24,311 - 获取所有产线数据
2018-09-25 09:04:34,316 - 获取所有产线数据
2018-09-25 09:04:44,312 - 获取所有产线数据
2018-09-25 09:04:54,311 - 获取所有产线数据
2018-09-25 09:05:04,312 - 获取所有产线数据
2018-09-25 09:05:14,314 - 获取所有产线数据
2018-09-25 09:05:24,317 - 获取所有产线数据
2018-09-25 09:05:34,316 - 获取所有产线数据
2018-09-25 09:05:44,316 - 获取所有产线数据
2018-09-25 09:05:54,316 - 获取所有产线数据
2018-09-25 09:06:04,317 - 获取所有产线数据
2018-09-25 09:06:14,323 - 获取所有产线数据
2018-09-25 09:08:48,003 - 初始化Home Page数据
2018-09-25 09:08:48,341 - 获取所有产线数据
2018-09-25 09:08:52,656 - 获取刷新时间
2018-09-25 09:08:52,666 - 获取刷新时间
2018-09-25 09:09:02,716 - 获取所有产线数据
2018-09-25 09:09:12,719 - 获取所有产线数据
2018-09-25 09:09:22,718 - 获取所有产线数据
2018-09-25 09:09:32,720 - 获取所有产线数据
2018-09-25 15:09:33,875 - 初始化Home Page数据
2018-09-25 15:09:34,084 - 获取所有产线数据
2018-09-25 15:09:34,353 - 获取刷新时间
2018-09-25 15:09:34,362 - 获取刷新时间
2018-09-25 15:09:44,409 - 获取所有产线数据
2018-09-25 15:09:54,408 - 获取所有产线数据
2018-09-25 15:10:04,414 - 获取所有产线数据
2018-09-25 15:10:14,413 - 获取所有产线数据
2018-09-25 15:10:24,432 - 获取所有产线数据
2018-09-25 15:10:34,414 - 获取所有产线数据
2018-09-25 15:10:44,414 - 获取所有产线数据
2018-09-25 10:10:44,560 - 初始化Home Page数据
2018-09-25 10:10:44,801 - 获取所有产线数据
2018-09-25 10:10:45,059 - 获取刷新时间
2018-09-25 10:10:45,068 - 获取刷新时间
2018-09-25 10:10:55,119 - 获取所有产线数据
2018-09-25 10:11:05,116 - 获取所有产线数据
2018-09-25 10:11:15,118 - 获取所有产线数据
2018-09-25 10:11:25,123 - 获取所有产线数据
2018-09-25 10:11:35,122 - 获取所有产线数据
2018-09-25 10:11:45,121 - 获取所有产线数据
2018-09-25 10:11:46,571 - 初始化Home Page数据
2018-09-25 10:11:46,795 - 获取所有产线数据
2018-09-25 10:11:47,099 - 获取刷新时间
2018-09-25 10:11:47,110 - 获取刷新时间
2018-09-25 10:11:57,161 - 获取所有产线数据
2018-09-25 10:12:07,164 - 获取所有产线数据
2018-09-25 10:12:15,493 - 初始化Home Page数据
2018-09-25 10:12:15,718 - 获取所有产线数据
2018-09-25 10:12:15,993 - 获取刷新时间
2018-09-25 10:12:16,003 - 获取刷新时间
2018-09-25 10:12:26,059 - 获取所有产线数据
2018-09-25 10:12:36,059 - 获取所有产线数据
2018-09-25 10:12:46,059 - 获取所有产线数据
2018-09-25 10:12:56,061 - 获取所有产线数据
2018-09-25 10:13:06,064 - 获取所有产线数据
2018-09-25 10:13:16,066 - 获取所有产线数据
2018-09-25 10:13:26,061 - 获取所有产线数据
2018-09-25 10:13:36,063 - 获取所有产线数据
2018-09-25 10:13:46,069 - 获取所有产线数据
2018-09-25 10:13:56,067 - 获取所有产线数据
2018-09-25 10:14:06,065 - 获取所有产线数据
2018-09-25 10:14:16,065 - 获取所有产线数据
2018-09-25 10:14:26,068 - 获取所有产线数据
2018-09-25 10:14:36,069 - 获取所有产线数据
2018-09-25 10:14:46,069 - 获取所有产线数据
2018-09-25 10:14:56,067 - 获取所有产线数据
2018-09-25 10:15:06,068 - 获取所有产线数据
2018-09-25 10:15:16,069 - 获取所有产线数据
2018-09-25 10:15:26,075 - 获取所有产线数据
2018-09-25 10:15:36,074 - 获取所有产线数据
2018-09-25 10:15:46,073 - 获取所有产线数据
2018-09-25 10:15:56,073 - 获取所有产线数据
2018-09-25 10:16:06,074 - 获取所有产线数据
2018-09-25 10:16:16,075 - 获取所有产线数据
2018-09-25 10:16:26,074 - 获取所有产线数据
2018-09-25 10:16:36,074 - 获取所有产线数据
2018-09-25 10:16:46,077 - 获取所有产线数据
2018-09-25 10:16:56,080 - 获取所有产线数据
2018-09-25 10:17:06,075 - 获取所有产线数据
2018-09-25 10:17:16,079 - 获取所有产线数据
2018-09-25 10:17:26,078 - 获取所有产线数据
2018-09-25 10:17:36,079 - 获取所有产线数据
2018-09-25 10:17:46,082 - 获取所有产线数据
2018-09-25 10:17:48,304 - 初始化Home Page数据
2018-09-25 10:17:48,565 - 获取所有产线数据
2018-09-25 10:17:48,823 - 获取刷新时间
2018-09-25 10:17:48,833 - 获取刷新时间
2018-09-25 10:17:58,881 - 获取所有产线数据
2018-09-25 10:18:08,881 - 获取所有产线数据
2018-09-25 10:18:18,883 - 获取所有产线数据
2018-09-25 10:18:28,892 - 获取所有产线数据
2018-09-25 10:18:38,885 - 获取所有产线数据
2018-09-25 10:18:48,884 - 获取所有产线数据
2018-09-25 10:18:58,894 - 获取所有产线数据
2018-09-25 10:19:08,887 - 获取所有产线数据
2018-09-25 10:19:18,889 - 获取所有产线数据
2018-09-25 10:19:28,888 - 获取所有产线数据
2018-09-25 10:19:38,888 - 获取所有产线数据
2018-09-25 10:19:48,890 - 获取所有产线数据
2018-09-25 10:19:58,893 - 获取所有产线数据
2018-09-25 10:20:08,890 - 获取所有产线数据
2018-09-25 10:20:19,164 - 获取所有产线数据
2018-09-25 10:20:56,166 - 获取所有产线数据
2018-09-25 10:21:23,171 - 获取所有产线数据
2018-09-25 10:21:50,173 - 获取所有产线数据
2018-09-25 10:22:17,175 - 获取所有产线数据
2018-09-25 10:22:50,178 - 获取所有产线数据
2018-09-25 10:23:18,179 - 获取所有产线数据
2018-09-25 10:23:47,178 - 获取所有产线数据
2018-09-25 10:24:17,183 - 获取所有产线数据
2018-09-25 10:24:46,185 - 获取所有产线数据
2018-09-25 10:25:17,189 - 获取所有产线数据
2018-09-25 10:25:50,189 - 获取所有产线数据
2018-09-25 10:26:21,192 - 获取所有产线数据
2018-09-25 10:26:51,193 - 获取所有产线数据
2018-09-25 10:27:23,198 - 获取所有产线数据
2018-09-25 10:27:59,199 - 获取所有产线数据
2018-09-25 10:28:08,922 - 获取所有产线数据
2018-09-25 10:28:18,922 - 获取所有产线数据
2018-09-25 10:28:28,925 - 获取所有产线数据
2018-09-25 10:28:38,927 - 获取所有产线数据
2018-09-25 10:28:48,926 - 获取所有产线数据
2018-09-25 10:28:58,926 - 获取所有产线数据
2018-09-25 10:29:08,926 - 获取所有产线数据
2018-09-25 10:29:18,927 - 获取所有产线数据
2018-09-25 10:29:28,931 - 获取所有产线数据
2018-09-25 10:29:38,929 - 获取所有产线数据
2018-09-25 10:29:48,928 - 获取所有产线数据
2018-09-25 10:29:58,930 - 获取所有产线数据
2018-09-25 10:30:08,932 - 获取所有产线数据
2018-09-25 10:30:18,934 - 获取所有产线数据
2018-09-25 10:30:28,931 - 获取所有产线数据
2018-09-25 10:30:38,933 - 获取所有产线数据
2018-09-25 10:30:48,933 - 获取所有产线数据
2018-09-25 10:30:58,933 - 获取所有产线数据
2018-09-25 10:31:08,937 - 获取所有产线数据
2018-09-25 10:31:18,934 - 获取所有产线数据
2018-09-25 10:31:28,935 - 获取所有产线数据
2018-09-25 10:31:38,941 - 获取所有产线数据
2018-09-25 10:31:48,942 - 获取所有产线数据
2018-09-25 10:31:58,939 - 获取所有产线数据
2018-09-25 10:32:08,938 - 获取所有产线数据
2018-09-25 10:32:18,939 - 获取所有产线数据
2018-09-25 10:32:28,941 - 获取所有产线数据
2018-09-25 10:32:38,944 - 获取所有产线数据
2018-09-25 10:32:48,942 - 获取所有产线数据
2018-09-25 10:32:58,944 - 获取所有产线数据
2018-09-25 10:33:08,943 - 获取所有产线数据
2018-09-25 10:33:18,956 - 获取所有产线数据
2018-09-25 10:33:23,265 - 初始化Home Page数据
2018-09-25 10:33:23,564 - 获取所有产线数据
2018-09-25 10:33:23,827 - 获取刷新时间
2018-09-25 10:33:23,836 - 获取刷新时间
2018-09-25 10:33:33,886 - 获取所有产线数据
2018-09-25 10:33:43,918 - 获取所有产线数据
2018-09-25 10:33:53,890 - 获取所有产线数据
2018-09-25 10:34:03,888 - 获取所有产线数据
2018-09-25 10:34:13,886 - 获取所有产线数据
2018-09-25 10:34:23,890 - 获取所有产线数据
2018-09-25 10:34:33,891 - 获取所有产线数据
2018-09-25 10:34:43,891 - 获取所有产线数据
2018-09-25 10:34:53,890 - 获取所有产线数据
2018-09-25 10:35:03,890 - 获取所有产线数据
2018-09-25 10:35:13,890 - 获取所有产线数据
2018-09-25 10:35:23,898 - 获取所有产线数据
2018-09-25 10:35:33,894 - 获取所有产线数据
2018-09-25 10:35:43,893 - 获取所有产线数据
2018-09-25 10:35:53,894 - 获取所有产线数据
2018-09-25 10:36:03,897 - 获取所有产线数据
